content,poster,follower,post_time,title
            今天上午接到个为131北京联通的女人打来的电话，说自己是个热心人，网上看见了我的病情，正好她对这个病了解，知道河南哪个医学博士发明了某某药，又什么什么口服液。完全看好只要三万多。,名剪机构,35,,我的电话号码暴露了
            媳妇怀孕了。今早得到消息，好怕，怎么办。。。现在能不能在胎里查有没有什么病？,我的懦弱给谁瞧,5,,媳妇怀孕了，有点激动，也有点怕啊
            如题,江莞东,6,,请问下这是什么药
            我人在新疆，找不到国产的因子购买地点，家里离能打因子的医院又不在一个城市，除了定期去打因子之外，偶尔受伤了都没地方打，想在家里备上几只以防万一！有知道购买渠道的可以告诉下我吗！,王老師丶,5,,万能的吧友，你们的国产因子都是在哪里买的？
            我是一个重度的血友病人，今年32岁了。,名剪机构,109,,重度血友病
            是不是只有瑞金一家医院可以做基因检测，其他还有哪些医院可以做。瑞金的电话打了半月也没打通，人太多！,夜雨狂风我没,5,,是不是只有瑞金一家医院可以做基因检测？
            ,十二月★寒冬,54,,看到父母对血友不了解.我这做个误区解答，蚂蚁加精！
            谢谢各位啦。我儿第一次用的进口因子，第二次用的国产，但是感觉国产的效果不很好，各位有过类似的情况吗？,蓝岩也是河蟹,7,,麻烦问一下国产因子和进口因子差距有多少？
            马上要生了  想剖腹产  又害怕大出血,溜溜sky7,5,,求助  携带者生孩子 剖腹产比正常人出血的几率高吗？
            我本地是县城我想医保报销药物，但是本地也没有拜科奇需要怎么弄可以让本地进货呢，然后买完药报销流程怎么弄，都有哪些报销补助，我听说有明政补助和进口药补助吗？不懂求指教，一直以来都是自费的。,请叫我郁闷吧,1,,医保报销方法咨询
            ,幽魂pe,11,,谁知道血友病人能不能吃《伤科跌打片》。
            血有病出血是不是都是有紫色的斑出现啊，还有就是血有病，不出紫斑，他也不好是怎么回事，我不好的地方都不出紫斑了,圣王剑道独尊,2,,我想问一下
            说真的.我真怕有一天.进口的药战领了.中国的市场进口的高消费.叫我这样的家庭千窗百孔.承受巨大的压力了.也许有钱人不在乎价格.但是又有多少血友家庭.能承受的起.进口的因子那.哎有钱不为因子难.没钱当产去凑钱.原因只为换要钱.一年更比一年难.合时因子不要钱.血友从此不犯难.  ,满地都是钱0,35,,关注国产的八因子价格把
            重组250IU的多钱一平,804780512,2,,拜耳
            在一个月前脚踝自发出血 陆陆续续输了20只因子 做了两个星期理疗 有一小块血肿总是不下去 在贴吧看到这个方法中药热敷 开始有点发红 起小疙瘩 抹了点999皮炎平 一共敷了7天 昨天下午突然发痒 开始起疙瘩 很红 特别痒 一挠就起来一片 还比较硬 到今天上午肿的很大 去医院看了以后拿了过敏的药膏还有口服药 到晚上效果一直不明显还有更严重 求帮助 现在该怎么办啊 急,少年人2016,8,,敷中药过敏 求帮助
            本人一直想去纹身 就是怕表皮出血,会仙帅哥,2,,群里有 病友纹身吗？
            最近右踝关节出来两次血，都及时用因子止血了，这几天明显感觉，走路垫脚了，后跟不能着地，大家有没有什么恢复的办法呀,小猪射手威廉,22,,走路垫脚后跟不能着地
            孩子去年查因子浓度是1%，今年查是2%，想问下这个浓度会自己涨吗？还想问下大家都用的哪种因子？医生给我宝贝开的这个药，好不好的？一盒一千多，打了两盒了，还不知道怎么去报销，好多问题啊，我现在在广州，这边有什么机构可以多了解这方面的知识的，有没有人知道呀？,531加油,34,,浓度会升高吗？
            。和身边的朋友差距越来越大。没朋友。没社交，整天都是一个人。有同感吗？,拿老婆换糖0,44,,感觉越来越孤独了
            血友病患者是不是大部分都会有残疾?看帖子好像是这样。你们一年大概出血几次?,家有贤妻麻辣烫,50,,血友病患者是不是大部分都会有残疾?
            宝宝快四个月，第一次膝关节出血，打六针进口八因子，大夫建议预防性治疗，可是我们负担不起，还害怕孩子这个部位反复出了，造成残疾！怎么办呢,家有贤妻麻辣烫,77,,你们都做预防性治疗吗？
            翻左面左面疼 反右面右面疼。。。,nba2k7,3,,我现在翻身睡觉髋关节就会疼
            你们报销是一年两次吗？每半年报销一次，每次两三个月才能拿到钱？还有18以下的孩子不是可以享受国家的补助患者是送药品吗？为什么我办不下来啊？,小单323,1,,你们报销是一年两次吗？每半年报
            各位友友，我想问问有用过喜辽妥的帮忙看看，是下面的图片这种吗？孩子不到两岁可以用吗？谢谢,apple小欣杰,17,,各位友友，我想问问有用过喜辽妥
            女儿3岁，甲型血友，这几天身上总是痒，抓过后就起了很多红疙瘩，疙瘩抓破了会流毒水出来。是不是过敏了啊？能用什么药？,血友女,28,,血友病甲能用什么过敏药
            我纹了满背 不知道会有影响吗,12312nn57,20,,有血友病纹身的病友吗
            被骗了 还有被骗的吗联系我,浪漫瞬间8888,34,,被骗了 还有被骗的吗联系我
            阿胶，红枣，枸杞，田七煮水，可以吗？,谁与共鸣6666,7,,血友病甲型
            腿上出现淤青是碰的但是觉得不好看就揉了揉想让它快速消失但是却变大了会不会有事？中间的白色东西倒是变小了,可爱的sdadaaw,7,,淤青
            想发这个搞笑的帖子 给吧里增加点正能量 大家有觉得有意思的东西也可以发啊,房价又涨了2,24,,生活本就不容易 何苦自己为难自己
            我男朋友膝盖扭伤 打了好多因子 每次一动就又肿了 在床上半个多月了都 ,冷暖自知小月,5,,膝盖出血 肿的特别厉害 怎么消肿快呀
            ,恶少的老巢,11,,现在这样出血贴膏药有缓解作用吗？
            血友病找到女友应该和她结婚吗？有没有血友也纠结过这个问题,dhsbfz,22,,血友病找到女友应该和她结婚吗？
            九因子预防治疗一星期一针行吗，要是预防治疗一次打多少单位？,丽姬丹妮,4,,问个问题
            我就觉得现在办个事情太麻烦了，血友病是可以鉴定男孩女孩的，去医院检查怎么就那么难，今天去东营医院她说查不了，让我去济南神经病。就是不想给看呗。,贴心玲子,26,,血友病怎么在医院看男孩女孩
            求助各位同胞，有经验的分享一下，谢谢啦,Bingo191221,4,,哪些医院检查血友病比较好？
            随着血友病患者群体的公众认知度不断提高，血友病这一群体也越来越多的得到来自社会的关注。这一群体的健康也是社会公众关注的热点。,北京血友之家,4,,血友病患者健康体检项目通知!
            ,恶少的老巢,24,,出血过程
            如标题，敢不敢跑步了？。本人血友甲，左膝骨质增生，，能不能治疗？不能治疗，能跑步吗？还有，本人经营一货车四桥，生意不怎么好，有开信息部的朋友求介绍入车走线路。谢谢。重点回复跑步问题。,我的懦弱给谁瞧,13,,左膝患有骨质增生，但我个人最近喜欢上跑步，
            像我们这样有考到车牌的吗，考那种好啊,蓝蝶中的杨过,17,,有人考了车牌吗
            呃，看到有血友问想买个护膝但是不知道买那种好，我的关节也不太好，之前也买过很多种护膝，然后也咨询过医生，那种类型比较合适，这里就想和朋友们分享下我的经验。,房价又涨了2,8,,推荐几种护膝
            不甘心  出来找工作  折腾一周  工作没找到  最后的救命药也没了     我特么为什么就不能正常生活 妈的  ,蹇冨噳浜嗏湐,20,,一切都是该经历的
            @糊涂问事,8栶籽彬彬,25,,吧里会修电脑的出来一下
            我今年28岁了 跟正常人一样 上下班  唯独左腿小时候总 肿现在又点瘸 别 没有什么毛病呀，现在已经结婚了、媳妇怀孕已经五个月了！,記憶MY爱,12,,怎么感觉大家的情况都比我的重呢？
            我家宝宝两周半多点，我总感觉他的身体比正常的孩子来的要软，各位宝妈你家宝有这样的吗？,营陵公子1,3,,问大家一个问题
            我儿子1岁，血友病甲，含量低于1。 今天流鼻血了，第一次，不知道该怎么处理。我想建立一个这样的帖子，各位大神把知道的一些日常简单处理方法分享下，让越来越多的宝爸宝妈知道怎么第一时间给孩子采取措施，让孩子减轻痛苦，及时治疗。 谢谢。,a574341827,3,,求大神分享日常紧急情况处理方法
